,Bay,Date,Year,Tow,Towindex,Station,StartLAT,StartLON,Temp,SAL,DO.mg.L,Bottom.type,distswept,NumCaught,jday,cpT,avl,minl,maxl,sdl,area,cpue,efoff,rcpT,AvDepth,EndLAT,EndLON,NumKept
558,Shinnecock,2011-06-06,2011,5,5,,,,20.3,27.3,8.02,sand/algae,187.8,3,157,5.286348202,38.57257707,36,43,3.785938897,187.8,0.027759922,5.235377567,5,,,,
559,Shinnecock,2011-06-06,2011,6,6,,,,20,27.9,10.25,sand/algae,187.8,1,157,1.686732572,43,43,43,,187.8,0.008941442,5.235377567,2,,,,
560,Shinnecock,2011-06-06,2011,7,7,,,,20,28.1,9.56,sand/algae,187.8,0,157,0,,,,,187.8,0,5.235377567,0,,,,
561,Shinnecock,2011-06-06,2011,8,8,,,,20.3,27.8,9.47,sand/algae,187.8,1,157,1.743111015,40,40,40,,187.8,0.009238931,5.235377567,2,,,,
562,Shinnecock,2011-06-06,2011,9,9,,,,20.3,28.2,10.71,sand/algae,160.9,0,157,0,,,,,160.9,0,5.080783054,0,,,,
563,Shinnecock,2011-06-06,2011,10,10,,,,20.5,28,9.86,sand/algae,160.9,0,157,0,,,,,160.9,0,5.080783054,0,,,,
564,Shinnecock,2011-07-01,2011,1,11,,,,19.7,26.8,8.76,sand/algae,165.6,2,182,9.628520659,56.42213829,41,64,8.077010291,165.6,0.056515712,5.109575242,10,,,,
565,Shinnecock,2011-07-01,2011,2,12,,,,21.7,27.9,10.06,sand/algae,174.3,2,182,9.510186491,57.65107931,46,70,7.134757312,174.3,0.053125677,5.160777953,10,,,,
566,Shinnecock,2011-07-01,2011,3,13,,,,19.8,28.4,9,sand/algae,95.9,3,182,9.706367454,56.42204966,47,71,8.557925872,95.9,0.096412685,4.563305982,10,,,,
567,Shinnecock,2011-07-01,2011,4,14,,,,20.8,28.5,10.28,sand/algae,174.3,3,182,12.97561014,53.90737486,46,74,8.200609733,174.3,0.07180343,5.160777953,13,,,,
568,Shinnecock,2011-07-01,2011,5,15,,,,22.1,28.3,11.32,sand/algae,174.3,3,182,0,,,,,174.3,0,5.160777953,0,,,,
569,Shinnecock,2011-07-01,2011,6,16,,,,22.8,28.2,11.52,sand/algae,174.3,2,182,0,,,,,174.3,0,5.160777953,0,,,,
570,Shinnecock,2011-07-01,2011,7,17,,,,22.8,28.1,12.65,sand/algae,174.3,1,182,0,,,,,174.3,0,5.160777953,0,,,,
571,Shinnecock,2011-07-01,2011,8,18,,,,22.4,28.3,13.25,sand/algae,174.3,5,182,0,,,,,174.3,0,5.160777953,0,,,,
572,Shinnecock,2011-07-01,2011,9,19,,,,22.7,27.7,8.22,sand/algae,174.3,2,182,0,,,,,174.3,0,5.160777953,0,,,,
573,Shinnecock,2011-07-01,2011,10,20,,,,22.2,28.3,10.62,sand/algae,174.3,3,182,0,,,,,174.3,0,5.160777953,0,,,,
574,Shinnecock,2011-07-13,2011,1,21,,,,23.3,28.6,6.73,sand/grass/algae,201.2,8,194,9.380069325,70.70287939,48,94,12.92561134,201.2,0.045566519,5.304299438,9,,,,
575,Shinnecock,2011-07-13,2011,2,22,,,,22.8,27.9,6.97,sand/mud/algae,201.2,7,194,11.05844599,45.05174598,30,76,17.75226344,201.2,0.053505179,5.304299438,11,,,,
576,Shinnecock,2011-07-13,2011,3,23,,,,21.7,29,6.91,sand/mud/algae,201.2,1,194,1.465183611,53,53,53,,201.2,0.007255837,5.304299438,1,,,,
577,Shinnecock,2011-07-13,2011,4,24,,,,20.9,28.9,7.47,sand/algae,201.2,0,194,0,,,,,201.2,0,5.304299438,0,,,,
578,Shinnecock,2011-07-13,2011,5,25,,,,21.6,28.9,9.75,sand/algae,201.2,2,194,2.375959667,67.42647722,65,70,3.535533906,201.2,0.011739763,5.304299438,2,,,,
579,Shinnecock,2011-07-13,2011,6,26,,,,21.8,28.7,12.33,sand/algae,201.2,1,194,1.120442198,73,73,73,,201.2,0.00555335,5.304299438,1,,,,
580,Shinnecock,2011-07-13,2011,7,27,,,,21.7,28.7,9.03,sand/algae,201.2,2,194,2.582686436,61.20718465,57,66,6.363961031,201.2,0.012754725,5.304299438,3,,,,
581,Shinnecock,2011-07-13,2011,8,28,,,,21.8,28.5,8.75,sand/algae,201.2,4,194,5.248797852,60.03794049,50,68,7.889866919,201.2,0.025752991,5.304299438,5,,,,
582,Shinnecock,2011-07-13,2011,9,29,,,,22.6,28.8,10.3,sand/algae,201.2,1,194,1.44227622,54,54,54,,201.2,0.0071428,5.304299438,1,,,,
583,Shinnecock,2011-07-13,2011,10,30,,,,22.5,28.9,8.19,sand/algae,201.2,0,194,0,,,,,201.2,0,5.304299438,0,,,,
584,Shinnecock,2011-07-27,2011,1,31,,,,23.6,28.8,4.84,sand/algae,201.2,0,208,0,,,,,201.2,0,5.304299438,0,,,,
585,Shinnecock,2011-07-27,2011,2,32,,,,24.5,28.3,7.14,sand/algae,160.9,2,208,2.854372745,53.18124945,39,76,26.1629509,160.9,0.017584524,5.080783054,3,,,,
586,Shinnecock,2011-07-27,2011,3,33,,,,24.4,28.2,6.74,sand/algae,201.2,6,208,6.816870449,72.44317459,63,80,6.911343333,201.2,0.033319746,5.304299438,7,,,,
587,Shinnecock,2011-07-27,2011,4,34,,,,24.5,28.2,6.67,sand/algae,201.2,0,208,0,,,,,201.2,0,5.304299438,0,,,,
588,Shinnecock,2011-07-27,2011,5,35,,,,24.4,28.3,5.84,sand/algae,201.2,1,208,1.025280126,91,91,91,,201.2,0.005082886,5.304299438,1,,,,
589,Shinnecock,2011-07-27,2011,6,36,,,,25.6,27.6,9.54,sand/algae,201.2,7,208,7.933496231,71.82453977,69,75,2.035400978,201.2,0.038673348,5.304299438,8,,,,
590,Shinnecock,2011-07-27,2011,7,37,,,,24.8,28.5,10.27,sand/algae,201.2,5,208,5.772759061,72.3873812,52,82,12.509996,201.2,0.028287748,5.304299438,6,,,,
591,Shinnecock,2011-07-27,2011,8,38,,,,26.1,27.9,12.12,sand/algae,201.2,14,208,18.52460147,59.53182528,49,70,6.330199726,201.2,0.088075512,5.304299438,19,,,,
592,Shinnecock,2011-07-27,2011,9,39,,,,26.2,28.3,11.46,sand/algae,201.2,5,208,6.659842823,59.2156072,48,72,10.33440855,201.2,0.032564582,5.304299438,7,,,,
593,Shinnecock,2011-07-27,2011,10,40,,,,25.4,28.1,7.03,sand/mud/algae,201.2,3,208,3.989830245,58.19484601,37,77,22.27853975,201.2,0.019636114,5.304299438,4,,,,
594,Shinnecock,2011-08-10,2011,1,41,,,,23.9,29,6.05,sand/grass,174.3,2,222,2.535436341,65.21678645,52,84,22.627417,174.3,0.014441609,5.160777953,3,,,,
595,Shinnecock,2011-08-10,2011,2,42,,,,24.7,28.6,8.2,sand/grass,174.3,11,222,11.78404891,82.63750431,64,100,10.75005285,174.3,0.065420495,5.160777953,12,,,,
596,Shinnecock,2011-08-10,2011,3,43,,,,24.6,28.7,7.69,sand/grass,201.2,7,222,8.065022008,78.34398933,53,114,22.53885534,201.2,0.039302058,5.304299438,8,,,,
597,Shinnecock,2011-08-10,2011,4,44,,,,24.2,28.9,10.14,sand/grass,201.2,2,222,2.36435817,67.89661926,65,71,4.242640687,201.2,0.011682773,5.304299438,2,,,,
598,Shinnecock,2011-08-10,2011,5,45,,,,26,28.6,9.07,sand/algae,201.2,2,222,2.17342192,76.99327834,76,78,1.414213562,201.2,0.010744368,5.304299438,2,,,,
599,Shinnecock,2011-08-10,2011,6,46,,,,25.7,28.2,10.67,sand/algae,201.2,2,222,2.186826096,76.83002661,72,82,7.071067812,201.2,0.010810275,5.304299438,2,,,,
600,Shinnecock,2011-08-10,2011,7,47,,,,24.6,28.8,10.74,sand/algae,201.2,2,222,2.343983068,68.49719308,68,69,0.707106781,201.2,0.011582676,5.304299438,2,,,,
601,Shinnecock,2011-08-10,2011,8,48,,,,25.9,28.3,7.83,sand/algae,201.2,11,222,13.11460809,69.09440614,54,94,11.98408035,201.2,0.063145628,5.304299438,13,,,,
602,Shinnecock,2011-08-10,2011,9,49,,,,24.8,29.1,8.45,sand/algae,201.2,0,222,0,,,,,201.2,0,5.304299438,0,,,,
603,Shinnecock,2011-08-10,2011,10,50,,,,26.8,27.4,11.86,sand/algae,201.2,0,222,0,,,,,201.2,0,5.304299438,0,,,,
604,Shinnecock,2011-08-24,2011,1,51,,,,24.1,28.6,3.86,sand/grass,160.9,2,236,2.011803399,110.9574091,101,121,14.14213562,160.9,0.012425917,5.080783054,2,,,,
605,Shinnecock,2011-08-24,2011,2,52,,,,24.4,28.4,7.69,sand/grass,160.9,1,236,1.006440421,106,106,106,,160.9,0.006235586,5.080783054,1,,,,
606,Shinnecock,2011-08-24,2011,3,53,,,,24.8,28.3,7.46,sand/grass,160.9,3,236,3.07547477,92.58785127,85,100,7.505553499,160.9,0.018933819,5.080783054,3,,,,
607,Shinnecock,2011-08-24,2011,4,54,,,,24.7,28.1,7.01,sand/grass,160.9,5,236,5.330088037,85.09990448,75,116,17.27136358,160.9,0.032589847,5.080783054,5,,,,
608,Shinnecock,2011-08-24,2011,5,55,,,,24.9,27.7,7.39,sand/grass,160.9,3,236,3.402985972,73.99068228,66,89,12.50333289,160.9,0.020929145,5.080783054,3,,,,
609,Shinnecock,2011-08-24,2011,6,56,,,,24.8,28.5,6.94,sand/grass,160.9,8,236,8.251955491,101.5889312,70,119,18.10238737,160.9,0.050014402,5.080783054,8,,,,
610,Shinnecock,2011-08-24,2011,7,57,,,,25.7,27.6,9.08,sand/grass,160.9,6,236,6.841182936,75.68113451,59,102,16.04265148,160.9,0.04163916,5.080783054,7,,,,
611,Shinnecock,2011-08-24,2011,8,58,,,,25,28,7.44,sand/grass,160.9,5,236,5.425738237,91.78588973,61,118,25.27844932,160.9,0.03316509,5.080783054,5,,,,
612,Shinnecock,2011-08-24,2011,9,59,,,,25.9,28.3,9,sand/grass,160.9,5,236,6.110076312,74.81302746,51,120,29.9866637,160.9,0.037271094,5.080783054,6,,,,
613,Shinnecock,2011-08-24,2011,10,60,,,,26,28,10.42,sand/grass,160.9,6,236,7.253261871,78.93987475,53,118,31.63173512,160.9,0.044092783,5.080783054,7,,,,
614,Shinnecock,2011-09-15,2011,1,61,,,,24.5,28.5,6.33,sand/grass,174.3,1,258,1.072906492,79,79,79,,174.3,0.006136649,5.160777953,1,,,,
615,Shinnecock,2011-09-15,2011,2,62,,,,24.3,28.4,6.44,sand/grass,174.3,2,258,2.021347289,100.4997587,100,101,0.707106781,174.3,0.011530215,5.160777953,2,,,,
616,Shinnecock,2011-09-15,2011,3,63,,,,24.4,28.4,6.64,sand/grass,174.3,3,258,3.020776622,110.2665173,96,121,12.89702808,174.3,0.017182437,5.160777953,3,,,,
617,Shinnecock,2011-09-15,2011,4,64,,,,24.6,28.1,6.35,sand/grass,174.3,1,258,1.086431913,77,77,77,,174.3,0.006213769,5.160777953,1,,,,
618,Shinnecock,2011-09-15,2011,5,65,,,,24.8,28.3,6.89,sand/grass,174.3,1,258,1.419611821,55,55,55,,174.3,0.008111658,5.160777953,1,,,,
619,Shinnecock,2011-09-15,2011,6,66,,,,24.8,28.2,6.73,sand/grass,174.3,6,258,6.740656108,78.77254644,56,102,17.59261209,174.3,0.037943673,5.160777953,7,,,,
620,Shinnecock,2011-09-15,2011,7,67,,,,25.3,27.6,7.01,sand/grass,174.3,3,258,3.451157281,70.53599675,68,76,4.618802154,174.3,0.019606627,5.160777953,3,,,,
621,Shinnecock,2011-09-15,2011,8,68,,,,25.4,27.4,7.41,sand/grass,174.3,1,258,1.333117473,59,59,59,,174.3,0.007619307,5.160777953,1,,,,
622,Shinnecock,2011-09-15,2011,9,69,,,,25.6,27,7.08,sand/mud/algae,174.3,1,258,1.036180632,87,87,87,,174.3,0.005927211,5.160777953,1,,,,
623,Shinnecock,2011-09-15,2011,10,70,,,,25.8,26.9,7.5,sand/grass/algae,174.3,1,258,1.006440421,106,106,106,,174.3,0.005757578,5.160777953,1,,,,
624,Shinnecock,2011-10-07,2011,1,71,,,,16.9,28,8.17,sand/grass,187.8,1,280,1.047197521,84,84,84,,187.8,0.005560643,5.235377567,1,,,,
625,Shinnecock,2011-10-07,2011,2,72,,,,17.3,27.9,8.42,sand/grass,187.8,0,280,0,,,,,187.8,0,5.235377567,0,,,,
626,Shinnecock,2011-10-07,2011,3,73,,,,17.3,27.8,7.65,sand/grass,187.8,1,280,1.017603743,95,95,95,,187.8,0.005403923,5.235377567,1,,,,
627,Shinnecock,2011-10-07,2011,4,74,,,,17.6,27.4,8.63,sand/grass,134.1,1,280,1.000847532,128,128,128,,134.1,0.007435728,4.89858579,1,,,,
628,Shinnecock,2011-10-07,2011,5,75,,,,17.6,27,8.79,sand/grass,134.1,2,280,2.06849045,87.97399524,85,91,4.242640687,134.1,0.015307229,4.89858579,2,,,,
629,Shinnecock,2011-10-07,2011,6,76,,,,17.8,26.8,8.51,sand/grass,134.1,1,280,1.001617478,121,121,121,,134.1,0.007441427,4.89858579,1,,,,
630,Shinnecock,2011-10-07,2011,7,77,,,,18.5,27.7,10.08,sand/grass,134.1,1,280,1.110988139,74,74,74,,134.1,0.008250643,4.89858579,1,,,,
631,Shinnecock,2011-10-07,2011,8,78,,,,18.6,27.7,11.09,sand/grass,134.1,1,280,1.178570912,68,68,68,,134.1,0.00875035,4.89858579,1,,,,
632,Shinnecock,2011-10-07,2011,9,79,,,,18.1,27.6,9.57,sand/grass,134.1,1,280,1.03954598,86,86,86,,134.1,0.007722128,4.89858579,1,,,,
633,Shinnecock,2011-10-07,2011,10,80,,,,18.4,26.7,9.64,sand/grass,134.1,2,280,2.12747008,82.71079329,75,91,11.3137085,134.1,0.015740272,4.89858579,2,,,,
634,Shinnecock,2011-10-28,2011,1,81,,,,14.5,27.7,6.22,sand/small amt. grass,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
635,Shinnecock,2011-10-28,2011,2,82,,,,14.1,27.2,8.15,sand/small amt. grass/algae,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
636,Shinnecock,2011-10-28,2011,3,83,,,,14.1,26.7,7.73,sand/grass,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
637,Shinnecock,2011-10-28,2011,4,84,,,,14.8,26.8,7.86,sand/algae,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
638,Shinnecock,2011-10-28,2011,5,85,,,,14.8,26.2,7.82,sand/small amt. algae,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
639,Shinnecock,2011-10-28,2011,6,86,,,,14.8,25.2,8.04,sand/grass/algae,201.2,1,301,1.375371023,57,57,57,,201.2,0.006812582,5.304299438,1,,,,
640,Shinnecock,2011-10-28,2011,7,87,,,,14.8,25.6,7.88,sand/grass/algae,201.2,1,301,1.02766066,90,90,90,,201.2,0.005094658,5.304299438,1,,,,
641,Shinnecock,2011-10-28,2011,8,88,,,,14.9,25,8.17,sand/algae,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
642,Shinnecock,2011-10-28,2011,9,89,,,,14.9,25.2,8.17,sand/algae,201.2,2,301,2.112485647,82,82,82,0,201.2,0.010444695,5.304299438,2,,,,
643,Shinnecock,2011-10-28,2011,10,90,,,,15.1,25.1,7.9,sand/mud/algae,201.2,0,301,0,,,,,201.2,0,5.304299438,0,,,,
644,Shinnecock,2016-05-18,2016,,1,3,40.871,-72.489,13.9,26.4,9.5,,237.5630165,1,139,1.869227139,31,31,31,,237.5630165,0.007837548,5.470432921,2,0.70104,40.869,-72.49,1
645,Shinnecock,2016-05-18,2016,,2,31,40.867,-72.489,10,29.5,12.11,,343.654641,0,139,0,,,,,343.654641,0,5.839637202,0,2.07264,40.87,-72.488,0
646,Shinnecock,2016-05-18,2016,,3,28,40.869,-72.489,13.9,26.4,10.47,,373.3897443,0,139,0,,,,,373.3897443,0,5.922622765,0,,40.866,-72.491,0
647,Shinnecock,2016-05-18,2016,,4,8,40.866,-72.49,13.8,26.4,11.39,,373.3930251,1,139,1.932995822,23,23,23,,373.3930251,0.005163486,5.922631552,2,1.8288,40.863,-72.492,1
648,Shinnecock,2016-05-18,2016,,5,12,40.862,-72.493,13.8,26.5,12.11,,237.5667417,0,139,0,,,,,237.5667417,0,5.470448602,0,1.70688,40.86,-72.494,0
649,Shinnecock,2016-05-18,2016,,6,11,40.863,-72.495,13.7,27,13.44,,237.5663278,0,139,0,,,,,237.5663278,0,5.470446859,0,,40.861,-72.496,0
650,Shinnecock,2016-05-18,2016,,7,14,40.861,-72.495,13.9,26.7,9.15,,278.8622924,0,139,0,,,,,278.8622924,0,5.630718084,0,1.18872,40.859,-72.497,0
651,Shinnecock,2016-05-18,2016,,8,15,40.859,-72.497,13.9,26.9,10.54,,139.4322732,0,139,0,,,,,139.4322732,0,4.937578987,0,1.12776,40.858,-72.498,0
652,Shinnecock,2016-05-18,2016,,9,16,40.86,-72.495,14,26.7,8.68,,373.3995865,0,139,0,,,,,373.3995865,0,5.922649124,0,1.46304,40.857,-72.497,0
653,Shinnecock,2016-05-18,2016,,10,19,40.856,-72.499,13.8,27,9.34,,237.5692251,0,139,0,,,,,237.5692251,0,5.470459055,0,,40.854,-72.5,0
654,Shinnecock,2016-05-26,2016,,11,19,40.856,-72.5,14.9,30.51,11,,444.2043474,0,147,0,,,,,444.2043474,0,6.096284699,0,0.9144,40.852,-72.5,0
655,Shinnecock,2016-05-26,2016,,12,15,40.857,-72.495,15.3,30.5,12.62,,343.6571902,0,147,0,,,,,343.6571902,0,5.83964462,0,1.3716,40.86,-72.496,0
656,Shinnecock,2016-05-26,2016,,13,14,40.86,-72.495,14.3,30.47,9.32,,237.5667417,1,147,1.858356313,32,32,32,,237.5667417,0.007792023,5.470448602,2,1.524,40.862,-72.494,1
657,Shinnecock,2016-05-26,2016,,14,13,40.859,-72.498,17.6,30.18,10.63,,373.3973994,0,147,0,,,,,373.3973994,0,5.922643267,0,0.9144,40.862,-72.496,0
658,Shinnecock,2016-05-26,2016,,15,10,40.864,-72.491,15.6,30.41,9.06,,278.8547785,5,147,9.434558817,28.97180372,25,32,2.738612788,278.8547785,0.03327348,5.630691139,9,1.9812,40.866,-72.489,5
659,Shinnecock,2016-05-26,2016,,16,28,40.867,-72.489,17.3,29.68,8.75,,278.85027,1,147,1.792410193,37,37,37,,278.85027,0.006407288,5.630674971,2,1.8288,40.869,-72.487,1
660,Shinnecock,2016-05-26,2016,,17,30,40.869,-72.488,18.2,29.59,8.54,,237.5630165,8,147,15.04389735,29.73017445,26,33,2.121320344,237.5630165,0.061401659,5.470432921,15,1.8288,40.871,-72.487,8
661,Shinnecock,2016-05-26,2016,,18,5,40.868,-72.49,19.4,29.4,10.46,,343.6543861,0,147,0,,,,,343.6543861,0,5.839636461,0,0.9144,40.871,-72.489,0
662,Shinnecock,2016-05-26,2016,,19,27,40.865,-72.488,17.1,29.91,8.81,,237.5646721,2,147,3.758761789,30,30,30,0,237.5646721,0.015698193,5.47043989,4,1.8288,40.867,-72.487,1
663,Shinnecock,2016-05-26,2016,,20,34,40.872,-72.486,18.5,29.21,8.64,,278.8427554,5,147,9.374749074,29.93300115,24,35,4.062019202,278.8427554,0.033067397,5.630648022,9,1.8288,40.874,-72.484,3
664,Shinnecock,2016-06-01,2016,,21,21,40.855,-72.496,14.4,31.2,10.91,,237.5688112,0,153,0,,,,,237.5688112,0,5.470457313,0,2.52984,40.857,-72.497,0
665,Shinnecock,2016-06-01,2016,,22,20,40.854,-72.498,14.6,31.11,9,,418.3035817,2,153,3.642368315,35,35,35,0,418.3035817,0.008669784,6.036207441,4,2.92608,40.857,-72.495,2
666,Shinnecock,2016-06-01,2016,,23,13,40.861,-72.498,20.4,29.39,8.33,,336.6062063,1,153,1.821184158,35,35,35,,336.6062063,0.005395846,5.81891372,2,1.15824,40.863,-72.495,1
667,Shinnecock,2016-06-01,2016,,24,24,40.86,-72.494,19.2,29.98,103.5,,222.1024441,1,153,1.879380895,30,30,30,,222.1024441,0.008426175,5.403138735,2,2.7432,40.862,-72.494,1
668,Shinnecock,2016-06-01,2016,,25,10,40.865,-72.491,20,29.6,7.89,,781.9173589,2,153,3.120113947,46.0989274,36,60,16.97056275,781.9173589,0.003982397,6.661749056,3,2.92608,40.872,-72.49,2
669,Shinnecock,2016-06-01,2016,,26,7,40.866,-72.493,21.2,29.21,7.23,,201.894868,35,153,60.9456588,36.22022856,30,49,4.774411892,201.894868,0.26380038,5.307747107,61,1.2192,40.867,-72.491,14
670,Shinnecock,2016-06-01,2016,,27,27,40.87,-72.486,19.4,29.69,17.7,,111.0514056,9,153,16.37894289,33.7623286,21,41,6.68954408,111.0514056,0.137576721,4.709993207,16,2.8956,40.871,-72.486,2
671,Shinnecock,2016-06-01,2016,,28,30,40.87,-72.488,19.8,29.18,7.74,,343.6538762,4,153,7.027613057,38.92481286,34,41,3.366501646,343.6538762,0.020243396,5.839634977,7,2.92608,40.873,-72.487,0
672,Shinnecock,2016-06-01,2016,,29,32,40.871,-72.489,20.2,29.4,8.06,,343.6536213,0,153,0,,,,,343.6536213,0,5.839634235,0,2.4384,40.874,-72.488,0
673,Shinnecock,2016-06-01,2016,,30,1,40.873,-72.49,21.1,28.68,9,,333.1544485,0,153,0,,,,,333.1544485,0,5.808606192,0,0.88392,40.876,-72.49,0
674,Shinnecock,2016-06-10,2016,,31,2,40.877,-72.489,18.8,29.8,,,777.3602446,2,162,3.154750499,47.77396265,44,52,5.656854249,777.3602446,0.004050074,6.655903878,3,2.34696,40.87,-72.489,2
675,Shinnecock,2016-06-10,2016,,32,34,40.874,-72.485,18.1,30.2,,,475.1243771,0,162,0,,,,,475.1243771,0,6.163576616,0,2.98704,40.87,-72.487,0
676,Shinnecock,2016-06-10,2016,,33,29,40.868,-72.486,18.1,30,,,475.1293443,7,162,11.94926262,40.0379255,21,49,9.071147352,475.1293443,0.02483845,6.163587071,12,2.94132,40.864,-72.488,7
677,Shinnecock,2016-06-10,2016,,34,28,40.869,-72.489,17.6,30.4,,,343.6548959,1,162,1.869227139,31,31,31,,343.6548959,0.005424517,5.839637944,2,2.83464,40.866,-72.488,1
678,Shinnecock,2016-06-10,2016,,35,6,40.869,-72.491,16.2,31.3,,,452.1344631,35,162,58.79017655,42.47514862,30,53,5.695641854,452.1344631,0.122242483,6.11397962,59,1.02108,40.865,-72.492,10
679,Shinnecock,2016-06-10,2016,,36,22,40.858,-72.495,15.9,31.2,,,343.6577,5,162,8.167173574,44.70798663,37,56,6.90651866,343.6577,0.02348743,5.839646104,8,2.45364,40.855,-72.496,5
680,Shinnecock,2016-06-10,2016,,37,18,40.855,-72.498,15.6,32.2,,,475.1367945,3,162,5.462719443,32.49665154,24,44,10.14889157,475.1367945,0.011431561,6.163602751,5,2.25552,40.859,-72.496,3
681,Shinnecock,2016-06-10,2016,,38,24,40.859,-72.493,16.4,31.4,,,452.1354264,3,162,5.110235509,41.40316593,35,47,6.110100927,452.1354264,0.011239049,6.113981751,5,2.39268,40.863,-72.492,0
682,Shinnecock,2016-06-10,2016,,39,8,40.864,-72.493,17,31.5,,,343.6554058,13,162,22.51252743,38.59822299,10,50,9.464508602,343.6554058,0.063452634,5.839639428,23,0.82296,40.867,-72.492,2
683,Shinnecock,2016-06-10,2016,,40,9,40.864,-72.493,17.5,30.8,,,373.3952123,3,162,4.909238826,45.22619498,42,49,3.511884584,373.3952123,0.013061889,5.922637409,5,1.3716,40.861,-72.495,3
684,Shinnecock,2016-06-17,2016,,41,20,40.854,-72.498,19.7,31,10.01,,343.657955,45,169,74.24483802,41.49480223,25,63,11.61386319,343.657955,0.195602007,5.839646846,74,2.60604,40.857,-72.497,12
685,Shinnecock,2016-06-17,2016,,42,17,40.856,-72.499,21,30.5,9.3,,343.6574451,10,169,17.49435188,36.69163605,22,50,10.22252415,343.6574451,0.049652998,5.839645362,17,1.53924,40.859,-72.498,0
686,Shinnecock,2016-06-17,2016,,43,22,40.856,-72.497,19.5,30.7,9.27,,336.6203709,6,169,9.787318556,42.42076522,26,57,12.51266026,336.6203709,0.028660575,5.8189558,10,2.78892,40.858,-72.494,6
687,Shinnecock,2016-06-17,2016,,44,24,40.86,-72.494,20.4,30,9.09,,373.3963059,4,169,6.301687392,47.59674795,41,55,6.218252702,373.3963059,0.016735844,5.922640338,6,2.8956,40.863,-72.492,0
688,Shinnecock,2016-06-17,2016,,45,13,40.86,-72.497,21,30.4,10.22,,278.8607896,5,169,8.05798354,44.69271103,30,57,9.964938535,278.8607896,0.02848646,5.630712695,8,1.524,40.862,-72.495,5
689,Shinnecock,2016-06-17,2016,,46,8,40.867,-72.49,19.7,31,8.16,,343.6554058,4,169,7.170937196,34.63022691,28,49,9.394147114,343.6554058,0.020651924,5.839639428,7,2.92608,40.864,-72.491,0
690,Shinnecock,2016-06-17,2016,,47,28,40.868,-72.489,19.8,30.9,8.36,,343.6543861,0,169,0,,,,,343.6543861,0,5.839636461,0,3.21564,40.871,-72.488,0
691,Shinnecock,2016-06-17,2016,,48,30,40.87,-72.488,20.6,30.3,8.81,,343.654641,19,169,30.97419859,43.76927686,27,62,9.421264985,343.654641,0.086298572,5.839637202,31,3.26136,40.867,-72.489,12
692,Shinnecock,2016-06-17,2016,,49,6,40.867,-72.491,20.1,30.9,8.68,,475.1268607,10,169,18.05328101,33.90909339,25,46,8.275801405,475.1268607,0.037292663,6.163581844,18,1.95072,40.871,-72.489,0
693,Shinnecock,2016-06-17,2016,,50,2,40.872,-72.488,22.1,29.3,8.5,,452.1333392,0,169,0,,,,,452.1333392,0,6.113977135,0,3.24612,40.876,-72.487,0
694,Shinnecock,2016-06-24,2016,,51,20,40.853,-72.5,21.9,30.01,8.24,,418.3058357,27,176,42.27383152,46.03815588,31,65,11.83324305,418.3058357,0.096273013,6.036212829,42,1.3716,40.856,-72.497,21
695,Shinnecock,2016-06-24,2016,,52,15,40.859,-72.498,22.3,30.04,10.74,,333.1534634,6,176,8.522981168,39.01703691,29,56,11.69187752,333.1534634,0.025260986,5.808603235,9,1.76784,40.856,-72.498,0
696,Shinnecock,2016-06-24,2016,,53,25,40.862,-72.492,21,30.62,8.73,,0,13,176,19.88233856,47.15665504,31,63,13.17923775,0,Inf,#NAME?,20,2.19456,,,13
697,Shinnecock,2016-06-24,2016,,54,9,40.864,-72.493,23.3,29.83,9.41,,336.6033733,1,176,1.60231878,47,47,47,,336.6033733,0.004748963,5.818905303,2,0.85344,40.862,-72.496,0
698,Shinnecock,2016-06-24,2016,,55,27,40.865,-72.489,21.7,30.14,8.6,,373.3908379,21,176,29.52594977,51.5379177,35,63,8.198042128,373.3908379,0.076104365,5.922625694,30,2.3622,40.868,-72.487,9
699,Shinnecock,2016-06-24,2016,,56,6,40.868,-72.491,24.2,29.67,10.04,,475.1309999,7,176,10.62278363,50.36243346,45,67,7.416198487,475.1309999,0.022111322,6.163590555,11,0.82296,,,0
700,Shinnecock,2016-06-24,2016,,57,28,40.868,-72.49,22.2,30.15,8.92,,343.6551508,1,176,1.293386184,61,61,61,,343.6551508,0.003756552,5.839638686,1,2.07264,40.865,-72.491,0
701,Shinnecock,2016-06-24,2016,,58,31,40.871,-72.487,22.8,30.18,8.19,,333.1541587,12,176,17.90515229,50.7845003,37,64,8.59307332,333.1541587,0.052349864,5.808605322,18,2.31648,40.868,-72.487,7
702,Shinnecock,2016-06-24,2016,,59,2,40.874,-72.489,23,29.64,8.62,,333.1543326,2,176,2.817647243,55.46438241,54,57,2.121320344,333.1543326,0.008421919,5.808605844,3,1.46304,40.871,-72.489,0
703,Shinnecock,2016-06-24,2016,,60,1,40.874,-72.49,23.7,29.71,8.67,,343.6538762,6,176,8.299175134,56.60638577,50,70,8.780660567,343.6538762,0.023862813,5.839634977,8,1.31064,,,4
